CNAE 2.0 Classe;Faixa Etária;Escolaridade após 2005;Idade;Raça Cor;Sexo Trabalhador;uf;valor_remuneracao_media
70204;03;07;21;09;01;14;1398.42
70204;03;07;24;09;01;14;1708.84
47521;04;07;28;08;01;14;3063.47
61108;04;07;29;08;01;14;1076.55
70204;05;07;30;09;01;14;1373.8
47814;03;07;24;09;01;14;1740.22
47814;04;07;27;09;01;14;1599.75
47717;05;07;32;08;01;14;1464.64
47318;03;07;23;08;01;14;1702.53
47318;05;07;35;08;01;14;2134.99
47521;03;07;18;08;01;14;2655.93
68102;05;07;31;09;01;14;2537.91
47318;03;07;24;08;01;14;2099.03
47636;05;07;30;08;01;14;1591.35
47521;04;07;29;08;01;14;2760.98
47814;03;07;21;09;01;14;1324.14
47318;06;07;40;08;01;14;2125.74
70204;03;07;19;09;01;14;1635.18
47318;04;07;29;08;01;14;1708
70204;04;07;25;09;01;14;1664.53
47814;05;07;33;09;01;14;1753.09
70204;03;07;23;09;01;14;1490.04
86402;03;07;24;08;01;14;1492.35
47113;03;07;23;09;01;14;1925.2
47121;04;07;26;08;01;14;1290.44
86402;04;07;26;09;01;14;1649.7
70204;05;07;37;09;01;14;1296.56
70204;05;07;32;09;01;14;1642.5
47717;06;07;40;08;01;14;1963.54
56112;04;07;28;09;01;14;7458.84
47636;06;07;42;08;01;14;1514.24
47717;06;07;46;08;01;14;1487.07
96017;06;07;40;09;01;14;893.62
47113;04;07;25;09;01;14;1462.73
47890;03;07;22;02;01;14;1597.52
47113;04;07;27;08;01;14;1378.72
47318;04;07;28;09;01;14;1856.41
47555;03;07;19;09;01;14;468.52
47113;06;07;41;08;01;14;1409.78
47113;03;07;24;08;01;14;1463.34
47440;03;07;22;09;01;14;1847.12
38220;07;07;55;08;01;14;2385.23
56112;03;07;24;09;01;14;1146.92
47318;05;07;39;09;01;14;1746.6
47113;04;07;26;08;01;14;1454.12
47318;06;07;47;09;01;14;1774.62
47113;03;07;22;09;01;14;1431.92
47113;03;07;24;08;01;14;1531.37
47113;03;07;22;08;01;14;1601.97
47571;03;07;21;09;01;14;1621.79
47113;05;07;31;09;01;14;2076.36
14134;04;07;29;09;01;14;2432.41
38220;04;07;26;08;01;14;2093.4
47555;06;07;42;09;01;14;1495.06
47113;05;07;36;09;01;14;9030.58
47113;03;07;23;08;01;14;1592.68
47113;03;07;22;08;01;14;1746.38
47318;03;07;21;09;01;14;1666.05
38220;04;07;26;08;01;14;3309.02
47113;03;07;20;08;01;14;1348.67
47113;05;07;36;08;01;14;9059.32
47113;04;07;26;08;01;14;1243.45
47113;06;07;44;08;01;14;1932.17
38220;07;07;55;08;01;14;2570.74
47113;06;07;43;08;01;14;1542.06
38220;03;07;20;08;01;14;2680.38
56112;03;07;23;09;01;14;1112.33
47113;05;07;33;08;01;14;1745.7
38220;05;07;33;08;01;14;2643.2
47440;03;07;24;09;01;14;1413.24
47571;04;07;25;09;01;14;1528.28
47113;05;07;30;08;01;14;1396.2
56112;03;07;24;09;01;14;1137.85
47113;05;07;34;09;01;14;1742.89
47113;04;07;27;08;01;14;7151.18
47571;05;07;30;09;01;14;1195.52
47113;03;07;20;08;01;14;1383.61
47318;05;07;30;08;01;14;3017.94
56112;03;07;23;09;01;14;1350.91
47318;07;07;52;08;01;14;1799.7
47113;05;07;30;09;01;14;1783.99
47113;04;07;28;08;01;14;1951.55
47113;02;07;16;08;01;14;0
47113;05;07;37;08;01;14;1394.22
47113;03;07;21;08;01;14;1436.48
47318;05;07;37;09;01;14;1862.84
47113;04;07;29;08;01;14;1292.88
56112;04;07;27;08;01;14;1364
47113;05;07;33;08;01;14;1395.55
47113;03;07;20;08;01;14;1586.38
47113;04;07;26;09;01;14;1855.71
47113;03;07;18;08;01;14;1512.26
47113;03;07;22;08;01;14;1467.31
47113;03;07;21;08;01;14;1626
47318;03;07;24;09;01;14;1869.57
47113;04;07;29;08;01;14;1178.95
47113;05;07;39;08;01;14;2196.62
47318;05;07;31;08;01;14;2838.29
47113;03;07;19;08;01;14;1746.1
47113;04;07;27;09;01;14;1601.83
47113;05;07;30;08;01;14;2066.49
47113;07;07;52;08;01;14;1621.85
38220;05;07;36;02;01;14;2022.66
38220;07;07;52;02;01;14;4384.18
47113;04;07;27;08;01;14;1443.17
47318;04;07;27;09;01;14;1822.02
47113;05;07;32;08;01;14;1582.48
47113;05;07;39;08;01;14;1603.68
56112;03;07;22;09;01;14;1355.8
47113;05;07;34;09;01;14;2239.64
47113;06;07;49;09;01;14;1383.31
47113;05;07;37;08;01;14;2004.22
47113;05;07;30;08;01;14;1291.94
47113;04;07;25;08;01;14;7249.36
47113;04;07;25;09;01;14;1667.97
14134;04;07;26;09;01;14;1216
47113;03;07;19;08;01;14;1403.53
47113;03;07;22;08;01;14;1639.44
47113;04;07;27;08;01;14;1594.89
84230;05;07;39;99;01;14;2345.94
56112;03;07;23;08;01;14;1353.43
56112;03;07;20;09;01;14;1249.11
47725;04;07;27;08;01;14;1656.17
23303;07;07;50;08;01;14;4024.94
49302;08;07;67;08;01;14;2772.83
47725;05;07;32;08;01;14;1684.58
49302;05;07;35;08;01;14;1834.34
23303;06;07;42;08;01;14;3474.86
47741;04;07;28;08;01;14;1435.81
47229;05;07;30;08;01;14;1681.51
49302;06;07;43;08;01;14;1856.16
56112;04;07;26;09;01;14;1546.81
23303;06;07;44;08;01;14;1533.87
46231;05;07;30;08;01;14;1498.77
49302;06;07;44;08;01;14;3120.73
47741;03;07;24;08;01;14;1417.63
23303;07;07;56;08;01;14;1643.59
47229;03;07;20;09;01;14;1372.51
56112;05;07;31;09;01;14;1360.05
61108;05;07;31;08;01;14;16673.6
61108;05;07;31;08;01;14;2774.03
47440;04;07;29;09;01;14;1244.14
23303;05;07;39;08;01;14;2490.64
49302;05;07;38;08;01;14;2730.64
56112;04;07;27;09;01;14;1387.1
47440;03;07;23;09;01;14;1339.84
47725;04;07;29;08;01;14;1582.97
56112;05;07;32;09;01;14;1558.55
56201;03;07;21;02;01;14;1366.16
49302;05;07;35;08;01;14;51290.61
47229;06;07;40;08;01;14;1958.81
23303;05;07;35;08;01;14;2506.03
46231;05;07;31;08;01;14;1549.79
56112;03;07;21;08;01;14;1411.2
56112;03;07;24;08;01;14;1431.74
47440;05;07;33;09;01;14;1280.31
23303;05;07;33;08;01;14;2692.59
46231;04;07;29;04;01;14;1559.07
49302;05;07;38;08;01;14;1671.15
61108;04;07;25;09;01;14;1509.55
47229;05;07;39;08;01;14;2006.64
23303;04;07;27;08;01;14;3527.64
49302;03;07;23;08;01;14;1414.31
47229;03;07;20;09;01;14;1958.77
61108;03;07;20;08;01;14;1238.64
47121;07;07;52;08;01;14;1834.24
56112;04;07;29;09;01;14;1622.84
49302;06;07;42;08;01;14;2431.06
56112;05;07;32;08;01;14;1372.72
61108;04;07;25;08;01;14;1994.82
47741;05;07;34;08;01;14;1938.1
56112;04;07;25;08;01;14;1736.09
56112;04;07;25;08;01;14;1903.76
23303;03;07;23;08;01;14;2270.35
47440;06;07;42;09;01;14;1189.15
56112;04;07;29;08;01;14;1426.42
61108;03;07;22;08;01;14;17765.29
47296;05;07;32;08;01;14;1452.38
61108;05;07;32;08;01;14;2471.7
56112;05;07;31;09;01;14;1479.62
61108;03;07;21;08;01;14;1631
23303;05;07;30;08;01;14;1333.48
61108;04;07;25;08;01;14;648.24
61108;04;07;25;08;01;14;20045.71
49302;05;07;36;08;01;14;38022.33
49302;04;07;25;08;01;14;3275.02
23303;06;07;40;08;01;14;3188.2
49302;07;07;51;02;01;14;31766.09
47741;03;07;22;08;01;14;1193.34
47741;03;07;22;08;01;14;1417.63
47741;03;07;24;08;01;14;1337.55
49302;07;07;61;08;01;14;3041.42
41204;05;07;34;08;01;14;1319.69
56201;05;07;32;09;01;14;1348.63
47121;06;07;41;08;01;14;1695.29
61108;03;07;21;08;01;14;20809.6
23303;05;07;34;08;01;14;1668.71
56112;05;07;34;09;01;14;1322.42
49302;05;07;39;08;01;14;4484.01
56112;05;07;36;09;01;14;1324.77
49302;06;07;40;08;01;14;3346.7
56112;06;07;40;08;01;14;1969.94
47229;03;07;23;08;01;14;1629.06
56201;05;07;33;09;01;14;2066.15
47229;05;07;36;08;01;14;2224.74
47296;03;07;21;09;01;14;1636.75
23303;06;07;41;08;01;14;2706.8
61108;04;07;28;08;01;14;2646.41
56112;06;07;40;09;01;14;1356.67
56112;05;07;32;09;01;14;1479.84
23303;05;07;36;08;01;14;2995
23303;05;07;31;08;01;14;3434.83
47440;04;07;28;09;01;14;1314.56
49302;05;07;31;08;01;14;3401.19
23303;05;07;38;08;01;14;2697.34
56112;06;07;40;09;01;14;5608.44
49302;06;07;47;08;01;14;1873.88
49302;05;07;37;08;01;14;3245.55
23303;05;07;37;08;01;14;1500.72
56201;03;07;19;02;01;14;1853.73
47318;05;07;36;08;01;14;1292.39
49302;05;07;32;08;01;14;1182.97
85317;03;07;24;02;01;14;1428.06
45307;05;07;34;02;01;14;5877.15
47431;04;07;25;08;01;14;1920.29
45307;07;07;51;08;01;14;2500.94
47431;05;07;30;09;01;14;1309.98
47318;05;07;37;08;01;14;2242.81
49302;05;07;32;08;01;14;1880.71
56201;05;07;30;08;01;14;1810.93
49302;06;07;40;08;01;14;1828.69
47318;05;07;35;08;01;14;1767.86
47431;07;07;51;08;01;14;2336.65
56201;05;07;37;09;01;14;1716.47
47431;03;07;23;09;01;14;1685.49
47318;05;07;38;02;01;14;1857.98
47431;05;07;30;08;01;14;1576.46
47318;05;07;39;08;01;14;1836.24
47431;05;07;33;08;01;14;2932.88
47318;05;07;33;08;01;14;1811.78
47717;05;07;38;09;01;14;1493.42
56201;05;07;34;08;01;14;1524.1
47431;05;07;39;08;01;14;1597.27
47431;06;07;44;09;01;14;4689.11
49302;05;07;35;08;01;14;862.53
85996;05;07;36;08;01;14;14484.98
49302;06;07;41;08;01;14;1691.38
45111;05;07;30;09;01;14;2084.62
85996;05;07;37;08;01;14;13182.7
47431;05;07;31;08;01;14;1346.58
47431;04;07;25;08;01;14;1362.08
47431;04;07;27;02;01;14;2675.13
85317;07;07;62;08;01;14;2101.7
47431;05;07;38;09;01;14;1270.33
47121;07;07;56;09;01;14;1335.32
49302;05;07;30;08;01;14;1105.63
47318;04;07;29;08;01;14;1846.64
47431;03;07;19;09;01;14;1192.78
43215;04;07;29;08;01;14;1624.02
56112;03;07;20;09;01;14;1418.69
45111;07;07;56;09;01;14;1284.34
47431;03;07;18;09;01;14;1263.99
45307;05;07;35;08;01;14;1640.75
47431;06;07;41;09;01;14;3386.16
47431;05;07;34;08;01;14;1456.33
43215;05;07;31;08;01;14;1616.59
56112;03;07;24;09;01;14;1684.75
47431;05;07;37;08;01;14;2358.67
47431;04;07;29;08;01;14;1570.37
47431;06;07;48;08;01;14;2324.33
45111;05;07;32;08;01;14;1284.74
47431;05;07;33;08;01;14;9390.98
56201;05;07;38;08;01;14;2302.17
47717;04;07;27;09;01;14;2682.05
85317;05;07;34;02;01;14;1858.25
47431;06;07;40;08;01;14;1908.89
47318;03;07;19;09;01;14;1720.02
47431;06;07;42;08;01;14;1890
47318;05;07;34;08;01;14;1838.15
56201;05;07;33;02;01;14;1859.11
49302;06;07;46;08;01;14;1317.2
47431;05;07;34;09;01;14;1264.64
47318;05;07;36;09;01;14;1646.34
43215;06;07;45;08;01;14;1615.2
47318;06;07;42;08;01;14;1263.74
56201;05;07;31;09;01;14;1719.65
47431;03;07;19;09;01;14;1232.25
46354;05;07;34;09;01;14;2018.94
47431;04;07;27;08;01;14;1949.94
45111;04;07;28;08;01;14;2236.59
47318;06;07;40;08;01;14;1728.06
47431;05;07;38;09;01;14;1627.1
47431;05;07;30;08;01;14;3839.67
47318;06;07;43;08;01;14;1738.89
47318;04;07;26;08;01;14;1630.01
10911;05;07;33;08;01;14;1211.62
47431;06;07;43;09;01;14;1344.5
47431;06;07;44;08;01;14;2131.15
85996;05;07;39;08;01;14;1377.52
56201;04;07;27;09;01;14;1465.03
47431;05;07;32;08;01;14;1543.19
56201;05;07;32;08;01;14;1806.42
85317;05;07;30;02;01;14;1262.85
47431;03;07;19;09;01;14;1112.73
49302;03;07;24;08;01;14;1172.47
47431;05;07;36;09;01;14;7152.06
47431;06;07;40;02;01;14;8882.31
45111;03;07;19;08;01;14;1280.96
47431;06;07;45;08;01;14;1961.48
49302;04;07;26;08;01;14;1118.87
47431;05;07;35;08;01;14;2258.46
49302;04;07;25;08;01;14;913.68
47431;03;07;24;04;01;14;2396.82
47431;03;07;21;09;01;14;1069.01
47555;05;07;39;08;01;14;1384.82
47431;06;07;47;08;01;14;2248.46
45111;03;07;21;08;01;14;1331.54
47431;05;07;33;08;01;14;2937.12
49302;07;07;51;08;01;14;1564.32
56201;05;07;36;09;01;14;1807.86
10911;04;07;25;08;01;14;1309.46
47296;04;07;27;09;01;14;448.22
47431;03;07;20;09;01;14;1208.02
47431;03;07;24;09;01;14;1266.73
47431;04;07;26;02;01;14;2221.87
85317;03;07;21;02;01;14;1852.47
56201;05;07;33;09;01;14;1774.25
85317;06;07;44;02;01;14;1352.06
47431;04;07;27;08;01;14;1584.69
47318;05;07;33;08;01;14;1969.93
47431;06;07;43;08;01;14;2332.95
47431;05;07;37;08;01;14;2533.95
47431;05;07;30;08;01;14;1388.1
45111;03;07;24;08;01;14;1249.01
47431;04;07;28;08;01;14;1599.42
47431;04;07;29;02;01;14;2331.26
49302;06;07;48;08;01;14;1746.25
45111;03;07;20;08;01;14;1403.15
49302;05;07;35;08;01;14;1132.94
47431;06;07;40;09;01;14;2714.28
47431;05;07;30;02;01;14;2017.57
01512;04;07;28;09;01;14;1453.58
47318;06;07;43;09;01;14;1822.75
01512;06;07;47;08;01;14;1981.62
47725;04;07;27;09;01;14;1341.39
01512;06;07;43;08;01;14;2039.38
47113;03;07;22;08;01;14;1618.27
47113;03;07;22;08;01;14;1246.6
49213;04;07;27;08;01;14;1712.71
47113;06;07;43;08;01;14;2010.73
47113;05;07;36;08;01;14;1829.13
49213;06;07;49;09;01;14;1756.86
46613;04;07;26;08;01;14;4257.28
47113;03;07;19;08;01;14;725.2
47113;03;07;24;08;01;14;2188.57
49213;05;07;32;08;01;14;965.68
49213;06;07;43;04;01;14;1693.5
49213;05;07;36;08;01;14;1983.27
49213;07;07;64;08;01;14;1866.67
47296;03;07;23;09;01;14;1544.78
49213;07;07;57;09;01;14;1862.5
49213;06;07;42;08;01;14;1579.36
47113;04;07;28;08;01;14;1759.88
49213;06;07;40;09;01;14;1865.13
77110;05;07;34;09;01;14;1208.49
49213;05;07;31;08;01;14;1840.36
47539;06;07;42;09;01;14;1288.72
49213;05;07;32;08;01;14;1433.75
49213;04;07;26;08;01;14;1677.64
47539;04;07;28;09;01;14;1312.42
46877;04;07;27;04;01;14;1449.14
46613;05;07;35;09;01;14;1954.33
49213;03;07;20;08;01;14;1744.03
49213;05;07;36;08;01;14;2347.72
46877;05;07;35;08;01;14;1570.96
47539;05;07;37;02;01;14;2233.87
49213;05;07;30;08;01;14;1605.62
47113;05;07;39;08;01;14;1422.5
49213;05;07;39;08;01;14;2082.2
49213;06;07;46;08;01;14;2255.36
10520;04;07;29;08;01;14;1202.9
49213;06;07;45;08;01;14;1492.92
49213;06;07;43;02;01;14;2287.52
47539;03;07;23;09;01;14;1380.21
47113;03;07;23;08;01;14;1342.4
47849;03;07;19;08;01;14;1250.78
47113;03;07;20;08;01;14;1729.29
49213;05;07;39;08;01;14;1789.49
10520;06;07;48;09;01;14;2201.59
49213;04;07;25;08;01;14;1725.57
47539;03;07;23;08;01;14;1340.84
10520;03;07;21;09;01;14;1196.43
49213;05;07;37;08;01;14;1788.21
46877;05;07;33;08;01;14;1577.83
49213;05;07;39;02;01;14;1652.47
46613;06;07;47;08;01;14;4097.81
49213;05;07;32;09;01;14;2052.26
47113;03;07;22;08;01;14;1366.37
49213;06;07;45;08;01;14;2093.57
47539;05;07;38;09;01;14;1419.15
47113;05;07;35;08;01;14;1599.62
47113;06;07;45;08;01;14;1353.88
49213;06;07;43;08;01;14;2247.16
47113;04;07;27;08;01;14;1160.68
47849;04;07;27;09;01;14;1246.85
49213;06;07;40;08;01;14;2391.8
49213;06;07;45;08;01;14;2252.77
47113;06;07;42;09;01;14;1648.73
49213;05;07;39;08;01;14;2301.8
47539;05;07;35;09;01;14;1469.54
49213;05;07;39;08;01;14;3366.15
10520;03;07;22;09;01;14;1182.99
49213;05;07;39;08;01;14;1664.49
10520;07;07;55;09;01;14;1216.13
47539;04;07;27;09;01;14;1178.27
49213;06;07;47;08;01;14;2023.97
49213;04;07;27;08;01;14;1385.75
47296;04;07;25;09;01;14;1436.02
47539;05;07;34;09;01;14;1481.12
47113;03;07;24;08;01;14;1866.19
46869;04;07;29;09;01;14;1281.55
49213;07;07;60;02;01;14;2199.69
49213;05;07;36;08;01;14;1652.78
49213;06;07;47;08;01;14;1917.88
47539;03;07;22;08;01;14;1557.76
49213;05;07;39;08;01;14;1175.07
46877;05;07;33;09;01;14;1523.31
47539;03;07;21;02;01;14;1417.79
49213;06;07;44;08;01;14;2336.84
47113;03;07;19;08;01;14;1653.23
10520;03;07;24;09;01;14;1182.99
47539;04;07;27;09;01;14;1466.24
49213;06;07;49;08;01;14;1464.68
47539;04;07;26;08;01;14;1477.39
49213;04;07;29;08;01;14;1464.89
47113;03;07;22;08;01;14;959.1
47113;03;07;19;09;01;14;1387.35
47539;05;07;38;09;01;14;1314.81
49213;07;07;54;08;01;14;1783.16
49213;05;07;37;08;01;14;1656.32
35140;05;07;30;08;01;14;2200.8
10414;06;07;42;08;01;14;2760.96
71120;04;07;25;09;01;14;1891.27
35140;05;07;32;08;01;14;4209.88
10414;03;07;20;09;01;14;2870.99
10414;05;07;34;09;01;14;3306.87
10414;04;07;28;09;01;14;2066.14
35140;05;07;34;08;01;14;6238.87
35140;06;07;40;08;01;14;4284.76
35140;06;07;43;08;01;14;2575.94
10414;05;07;38;09;01;14;4513.06
35140;06;07;42;02;01;14;3802.71
10414;06;07;44;09;01;14;3448.15
35140;06;07;49;08;01;14;11188.39
47521;04;07;26;09;01;14;1282.37
35140;04;07;29;06;01;14;3351.86
35140;06;07;47;08;01;14;2925.69
10414;04;07;27;09;01;14;4558.86
47547;03;07;20;08;01;14;1500.49
10414;07;07;59;09;01;14;3736.11
35140;07;07;55;08;01;14;2932.9
10414;06;07;47;09;01;14;1806.46
10414;05;07;37;09;01;14;2640.99
10414;04;07;26;09;01;14;1911.62
10414;07;07;55;09;01;14;3901.42
35140;04;07;27;08;01;14;2541.03
35140;06;07;41;02;01;14;9792.6
56112;03;07;23;08;01;14;1263.69
35140;07;07;53;08;01;14;7513.48
35140;05;07;31;08;01;14;4188.36
10414;06;07;47;09;01;14;5134.41
10414;05;07;30;09;01;14;3811.97
10139;03;07;22;09;01;14;1257.14
10414;06;07;45;09;01;14;3046.81
10414;04;07;26;09;01;14;2467.54
10414;03;07;22;09;01;14;2333.18
35140;07;07;57;02;01;14;12588.01
10414;06;07;42;09;01;14;2590.02
10414;03;07;22;09;01;14;1933.86
10414;06;07;49;08;01;14;1375.72
35140;05;07;38;02;01;14;4216.98
35140;06;07;42;08;01;14;4996.65
10414;04;07;28;09;01;14;2491.98
10414;05;07;30;09;01;14;4904.63
35140;05;07;37;08;01;14;3152.93
35140;06;07;49;08;01;14;4299.38
10414;04;07;25;09;01;14;3846.81
10414;06;07;41;09;01;14;2592.01
35140;04;07;28;08;01;14;4300.43
56112;04;07;25;09;01;14;1576.02
35140;07;07;50;02;01;14;3599.61
35140;06;07;45;08;01;14;3886.48
10414;03;07;22;09;01;14;2075.64
10414;04;07;25;09;01;14;1590.28
35140;06;07;41;08;01;14;4386.16
10414;06;07;47;09;01;14;1743.49
35140;06;07;49;08;01;14;8196.62
35140;06;07;40;08;01;14;5845.38
35140;06;07;48;08;01;14;5289.32
35140;06;07;42;08;01;14;7983.12
10414;07;07;54;09;01;14;2890.53
10414;05;07;38;09;01;14;1650.36
47547;05;07;35;08;01;14;1519.79
10414;06;07;43;09;01;14;1455.21
10414;05;07;33;09;01;14;3208.13
47547;03;07;20;08;01;14;1529.78
35140;07;07;50;08;01;14;8164.54
35140;05;07;38;02;01;14;3977.5
56112;04;07;27;08;01;14;1344.48
35140;06;07;49;08;01;14;4258.98
10414;06;07;44;09;01;14;1999.2
35140;06;07;42;04;01;14;4855.28
35140;06;07;46;08;01;14;9446.82
10414;03;07;23;09;01;14;3985.85
56112;03;07;21;08;01;14;1394.92
56112;03;07;24;08;01;14;3182.14
35140;06;07;44;08;01;14;3277.35
10414;05;07;39;09;01;14;2535.3
35140;03;07;23;08;01;14;2894.78
10414;06;07;45;09;01;14;3842.8
35140;06;07;48;08;01;14;3514.84
10414;04;07;27;09;01;14;3531.76
10414;05;07;32;09;01;14;2176.94
35140;04;07;25;08;01;14;18102.78
10414;06;07;44;09;01;14;3199.48
16218;05;07;39;08;01;14;1461.98
35140;06;07;48;08;01;14;9189.62
10414;06;07;42;09;01;14;1946.57
35140;05;07;37;08;01;14;6592.56
35140;06;07;41;08;01;14;2693.89
35140;03;07;19;08;01;14;3943.82
56112;07;07;54;08;01;14;1392.8
35140;06;07;48;08;01;14;6256.94
10414;06;07;40;09;01;14;3885.4
10414;04;07;29;08;01;14;2958.38
96025;05;07;30;09;01;14;1524.27
96025;05;07;33;08;01;14;1873.03
10414;07;07;56;09;01;14;3613.7
10414;05;07;36;09;01;14;6009.2
47547;03;07;21;02;01;14;1166.29
10414;06;07;46;09;01;14;6435.7
35140;05;07;39;04;01;14;6568.52
35140;05;07;39;08;01;14;6945.83
35140;06;07;45;02;01;14;8461.77
47296;03;07;21;09;01;14;1520.33
10414;07;07;53;09;01;14;5381.44
10414;05;07;36;09;01;14;3918.61
35140;08;07;66;04;01;14;15353.8
35140;07;07;60;08;01;14;3727.88
35140;07;07;55;08;01;14;18615.12
35140;07;07;50;08;01;14;2561.56
56112;03;07;24;08;01;14;1383.22
35140;07;07;57;08;01;14;17747.74
10414;03;07;24;09;01;14;1883.32
35140;05;07;35;08;01;14;2963.27
10414;07;07;50;09;01;14;1934.74
10139;03;07;21;08;01;14;1588
47296;05;07;32;09;01;14;1301.67
35140;04;07;26;08;01;14;3714.66
35140;05;07;38;04;01;14;6595.5
10414;05;07;35;09;01;14;1714.59
10414;03;07;24;09;01;14;4062.49
10414;06;07;42;09;01;14;2321.15
10414;04;07;27;09;01;14;4020.3
10414;05;07;35;09;01;14;2273.51
10414;07;07;63;09;01;14;2846.6
47521;03;07;22;09;01;14;1339.21
35140;07;07;56;08;01;14;19066.48
35140;06;07;48;08;01;14;7134.16
56112;05;07;31;09;01;14;1314.88
10414;05;07;39;09;01;14;3535.79
35140;05;07;39;08;01;14;23822.46
10414;05;07;35;09;01;14;3011.92
35140;06;07;41;08;01;14;7581.92
96025;04;07;27;09;01;14;1585.86
10414;04;07;29;09;01;14;3000.2
10414;04;07;27;09;01;14;4452.05
10414;06;07;44;09;01;14;3124.99
35140;06;07;46;08;01;14;9404.97
10414;05;07;38;09;01;14;6809.85
10414;05;07;34;09;01;14;3367.52
10414;07;07;50;09;01;14;1744.57
10414;06;07;40;09;01;14;5235.21
35140;06;07;40;08;01;14;4300.38
35140;06;07;48;08;01;14;5629.21
10414;04;07;28;09;01;14;2955.14
10414;06;07;40;09;01;14;1824
35140;06;07;43;08;01;14;8373.42
10414;05;07;34;09;01;14;3591.25
10414;05;07;39;09;01;14;4086.2
47296;04;07;28;09;01;14;1361.14
35140;05;07;34;08;01;14;3484.09
35140;03;07;21;08;01;14;4583.39
35140;06;07;40;08;01;14;4082.58
10414;05;07;37;09;01;14;4250.98
10414;04;07;25;09;01;14;2554.63
10414;04;07;25;09;01;14;1425.78
10414;07;07;51;09;01;14;3051.63
10414;03;07;24;09;01;14;1411.64
10414;05;07;33;09;01;14;2689.16
35140;05;07;39;02;01;14;6027.37
35140;06;07;42;08;01;14;3925.21
56112;03;07;18;08;01;14;1150.66
35140;05;07;37;08;01;14;5898.02
35140;05;07;32;02;01;14;5158.05
10414;05;07;35;09;01;14;2093.95
10414;05;07;37;09;01;14;2939.67
10414;05;07;34;09;01;14;3255.49
10414;04;07;26;09;01;14;3830.21
35140;07;07;56;08;01;14;5297.13
35140;06;07;44;08;01;14;5899.39
10414;06;07;49;09;01;14;2604.54
10414;05;07;37;09;01;14;4159.05
35140;03;07;19;08;01;14;3342.29
35140;07;07;55;02;01;14;3994.83
47113;05;07;33;09;01;14;1664.39
47318;07;07;60;08;01;14;2230.53
46443;03;07;20;08;01;14;8539.09
47113;04;07;26;08;01;14;1335.22
47113;03;07;21;08;01;14;1574.44
47113;07;07;51;09;01;14;2229.7
47113;07;07;61;08;01;14;1600.79
47440;05;07;36;08;01;14;1582.94
45307;03;07;20;08;01;14;1368.77
47113;04;07;28;08;01;14;1474.41
47113;03;07;20;08;01;14;3010.62
47113;06;07;40;08;01;14;2258.91
47113;04;07;26;08;01;14;2243.12
47113;05;07;38;08;01;14;1397.67
47113;07;07;50;08;01;14;1433.05
45307;05;07;33;08;01;14;7362.64
47113;05;07;37;08;01;14;1350.63
47113;06;07;41;09;01;14;2331.67
45307;03;07;24;08;01;14;1257.87
47113;05;07;32;08;01;14;1429.36
47113;05;07;32;08;01;14;2321.82
45307;07;07;53;08;01;14;5701.7
45307;03;07;23;08;01;14;1422.86
47318;04;07;27;08;01;14;2230.53
47113;03;07;22;08;01;14;1458.42
47113;04;07;25;08;01;14;1026.15
47440;06;07;43;09;01;14;1486.31
47113;07;07;57;09;01;14;1357.33
46443;05;07;36;08;01;14;1403.4
47113;04;07;26;08;01;14;1266.29
47113;03;07;20;08;01;14;1479.65
45307;05;07;36;08;01;14;2399.42
47113;05;07;34;09;01;14;2321.43
47113;05;07;33;09;01;14;2146.54
45307;06;07;49;02;01;14;1364.92
47113;05;07;32;08;01;14;1528.3
47440;05;07;36;08;01;14;1506.64
46443;04;07;26;09;01;14;4956.2
47113;06;07;43;09;01;14;2412.23
45307;04;07;25;02;01;14;4130.06
47113;06;07;44;09;01;14;2027.75
47113;04;07;26;08;01;14;1629.92
47113;03;07;24;08;01;14;9244.37
45307;05;07;37;08;01;14;4242.46
47113;04;07;26;08;01;14;1355.53
45307;04;07;27;08;01;14;1964.59
47113;04;07;27;08;01;14;1361.3
56112;04;07;25;08;01;14;1435.42
47113;04;07;28;08;01;14;1398.29
52401;05;07;37;09;01;14;1460.77
47113;03;07;23;08;01;14;1559.63
47113;06;07;46;08;01;14;1468.05
45307;06;07;41;08;01;14;3485.64
47113;04;07;27;08;01;14;1404.83
45307;04;07;29;08;01;14;6168.58
47113;04;07;25;08;01;14;1169.81
47113;03;07;19;08;01;14;1460.15
45307;05;07;34;08;01;14;2327.89
47113;03;07;24;08;01;14;2206.77
46443;05;07;30;09;01;14;1921.3
47113;04;07;25;08;01;14;1801.08
47113;03;07;19;08;01;14;1914.32
47113;03;07;24;08;01;14;2081.77
47113;03;07;23;08;01;14;1480.14
47113;04;07;28;08;01;14;1766.53
47440;05;07;33;09;01;14;1602.14
47113;04;07;29;08;01;14;1627.74
47113;04;07;29;08;01;14;1540.91
47113;06;07;47;08;01;14;1521.78
56112;03;07;20;09;01;14;1235.69
47113;05;07;31;09;01;14;1700.23
47113;06;07;42;08;01;14;1577.28
47113;05;07;31;08;01;14;1520.54
47113;03;07;19;08;01;14;1860.67
47113;03;07;23;08;01;14;1337.54
47113;03;07;21;08;01;14;1332.61
47113;03;07;20;08;01;14;1501.8
45307;06;07;46;08;01;14;2067.86
47113;06;07;45;08;01;14;1915.83
45307;04;07;28;08;01;14;1876.48
47113;05;07;37;08;01;14;1468.33
46443;05;07;34;09;01;14;6747.31
47113;05;07;39;08;01;14;1642.17
