CNAE 2.0 Classe;Faixa Etária;Escolaridade após 2005;Idade;Raça Cor;Sexo Trabalhador;uf;valor_remuneracao_media
41204;04;07;28;02;01;14;2212.12
41204;03;07;23;09;01;14;1242.63
41204;03;07;22;09;01;14;1383.15
41204;06;07;45;08;01;14;2126.41
47610;04;07;25;08;01;14;1363.62
47211;06;07;42;08;01;14;2350
41204;06;07;49;09;01;14;2029.05
43991;07;07;55;09;01;14;2205.5
41204;06;07;43;08;01;14;1961.21
45200;06;07;47;08;01;14;1485.52
47610;04;07;25;08;01;14;3169.51
49302;06;07;41;08;01;14;1595
41204;05;07;31;09;01;14;1270.25
47822;03;07;22;08;01;14;1551.06
49302;07;07;51;08;01;14;1274
53105;06;07;46;08;01;14;4060.77
46494;05;07;35;08;01;14;1985.93
46494;03;07;24;08;01;14;1912.62
56112;05;07;32;09;01;14;1154.3
41204;03;07;22;09;01;14;2008.34
49302;05;07;30;08;01;14;1280.9
46494;03;07;22;08;01;14;1654.22
52117;03;07;22;08;01;14;1900
82997;03;07;19;09;01;14;1212
47296;03;07;21;08;01;14;1189.53
41204;07;07;53;09;01;14;1286.24
41204;05;07;30;09;01;14;888.8
52117;05;07;31;08;01;14;1925.45
46494;03;07;23;08;01;14;1940.25
41204;03;07;23;09;01;14;1255.96
47237;03;07;20;09;01;14;860.13
46494;03;07;23;08;01;14;1794.94
94308;05;07;33;09;01;14;0
41204;05;07;33;09;01;14;2111.13
41204;06;07;44;08;01;14;1236.33
46494;05;07;34;08;01;14;2011.39
46494;03;07;24;08;01;14;1930.08
49302;06;07;44;08;01;14;1686.36
47822;04;07;28;02;01;14;26850.78
41204;05;07;39;08;01;14;1377.06
46494;05;07;31;08;01;14;1877.43
47610;04;07;26;08;01;14;1149.42
47121;04;07;27;09;01;14;0
41204;03;07;19;09;01;14;1262.67
46494;04;07;25;08;01;14;1481.01
47440;03;07;18;08;01;14;1327.14
41204;05;07;31;09;01;14;1289.98
43991;05;07;31;09;01;14;2207.59
46494;04;07;27;08;01;14;1681.94
47121;05;07;30;08;01;14;0
41204;03;07;22;08;01;14;1261.92
46494;06;07;43;08;01;14;5208.8
41204;05;07;35;08;01;14;2168.6
86402;04;07;27;08;01;14;1783.64
41204;07;07;52;09;01;14;1541.56
41204;05;07;32;09;01;14;2008.34
46494;05;07;30;08;01;14;1852.56
69125;03;07;20;08;01;14;644.41
32990;04;07;27;08;01;14;1345.67
52117;04;07;29;08;01;14;1267.38
41204;05;07;31;08;01;14;1306.46
41204;06;07;48;09;01;14;1304.99
49302;05;07;32;08;01;14;1276.71
41204;05;07;30;09;01;14;2093.33
69125;06;07;44;08;01;14;1879.51
69125;03;07;20;08;01;14;1499.22
41204;03;07;21;09;01;14;1350.84
69125;07;07;53;09;01;14;2033.4
69125;06;07;49;09;01;14;2049.54
69125;06;07;42;04;01;14;1512
47237;03;07;18;09;01;14;1212
46494;05;07;37;08;01;14;2058.64
69125;03;07;20;08;01;14;1648.55
69125;03;07;24;08;01;14;1714.11
69125;05;07;31;02;01;14;1895.04
01512;07;07;59;09;01;14;1245.67
41204;06;07;43;08;01;14;1285.69
69125;03;07;22;09;01;14;1622.74
01156;04;07;25;08;01;14;1212
49302;05;07;34;08;01;14;1292.2
69125;03;07;22;09;01;14;1906.67
69125;06;07;42;09;01;14;1870.81
69125;05;07;38;09;01;14;1398.44
47296;04;07;25;08;01;14;398.14
01512;07;07;59;09;01;14;2929
85414;06;07;40;99;01;14;3872.7
85414;06;07;40;99;01;14;3424.62
85414;05;07;31;99;01;14;3101.82
85414;07;07;56;99;01;14;4347.9
85414;05;07;38;99;01;14;2814
85414;05;07;33;99;01;14;3057
85414;07;07;57;99;01;14;2368.06
85414;07;07;64;99;01;14;6122.42
85414;05;07;35;99;01;14;3037.78
85414;07;07;57;99;01;14;3503.3
85414;06;07;49;99;01;14;4074.72
85414;06;07;48;99;01;14;3871.89
41107;06;07;46;09;01;14;2147.22
41204;04;07;29;08;01;14;3980.85
41204;03;07;24;08;01;14;4888.4
41204;04;07;26;08;01;14;24206.65
41204;05;07;37;08;01;14;1849.12
41204;03;07;24;09;01;14;0
41204;05;07;32;09;01;14;4093.97
41204;07;07;57;08;01;14;1894.17
41204;06;07;45;08;01;14;1830.63
41204;06;07;44;09;01;14;1951.64
41204;07;07;57;09;01;14;0
41204;06;07;42;08;01;14;1105.79
41204;04;07;25;09;01;14;1316.31
47890;07;07;53;08;01;14;1274.45
41204;05;07;36;08;01;14;884.64
47890;06;07;44;08;01;14;1240.79
41204;04;07;26;09;01;14;1388.83
41204;05;07;30;08;01;14;2011.62
47296;04;07;25;08;01;14;0
85937;04;07;26;02;01;14;2273.38
47326;03;07;19;09;01;14;1281.08
41204;05;07;36;09;01;14;1442.86
41204;03;07;23;08;01;14;1082.66
32507;05;07;31;09;01;14;1212
41204;04;07;26;09;01;14;0
85937;03;07;18;02;01;14;1308.45
47440;03;07;21;08;01;14;1979.58
41204;07;07;53;09;01;14;1480.82
41204;07;07;61;09;01;14;4093.97
47814;03;07;22;08;01;14;1150.19
47440;08;07;65;08;01;14;1327.14
56112;04;07;27;09;01;14;0
46176;03;07;22;08;01;14;2516.33
41204;03;07;23;09;01;14;1715.59
47890;05;07;32;09;01;14;1229.17
41204;04;07;29;09;01;14;2336.07
75001;04;07;27;09;01;14;1158.13
41204;06;07;43;09;01;14;2017.22
41204;06;07;40;09;01;14;1471.78
85937;03;07;19;02;01;14;1080.9
47296;04;07;29;09;01;14;1212
41204;03;07;19;08;01;14;902.7
41204;06;07;40;09;01;14;1870.97
41204;06;07;43;08;01;14;1835.67
41204;07;07;50;09;01;14;2017.22
41204;03;07;24;09;01;14;1388.83
85112;07;07;54;08;01;14;1212
47296;03;07;22;08;01;14;0
41204;03;07;22;09;01;14;0
41204;06;07;45;09;01;14;2017.22
41204;07;07;55;09;01;14;1719.4
47121;03;07;21;09;01;14;1149.45
47814;04;07;25;08;01;14;1226.52
41204;05;07;37;09;01;14;1433.15
18130;03;07;19;08;01;14;1400
41204;05;07;35;08;01;14;2011.62
41204;05;07;30;08;01;14;1277.72
41204;07;07;51;09;01;14;2017.22
86500;04;07;29;08;01;14;0
47296;03;07;19;09;01;14;1212
47814;03;07;24;08;01;14;1274.45
47849;06;07;40;09;01;14;1690.3
41204;05;07;36;09;01;14;1704.49
41204;05;07;31;09;01;14;1275.56
10520;05;07;32;08;01;14;0
56112;05;07;31;09;01;14;2100
47296;04;07;26;09;01;14;0
47296;04;07;28;08;01;14;0
46176;05;07;30;08;01;14;2373.89
41204;06;07;48;09;01;14;2017.22
47245;07;07;54;09;01;14;2677.45
41204;04;07;29;08;01;14;1384.97
41204;06;07;48;09;01;14;2028.07
47296;04;07;27;09;01;14;1212
41204;04;07;29;08;01;14;2096.83
56112;05;07;33;09;01;14;0
56112;03;07;22;08;01;14;0
41204;06;07;43;09;01;14;0
41204;07;07;56;09;01;14;2028.07
47440;03;07;20;09;01;14;1748.15
47296;04;07;25;08;01;14;0
47296;04;07;27;09;01;14;0
41204;03;07;22;08;01;14;994.45
41204;05;07;33;09;01;14;2416.67
47296;04;07;26;08;01;14;0
41204;05;07;37;09;01;14;1683.16
47121;05;07;33;08;01;14;0
56112;03;07;22;08;01;14;0
56112;04;07;26;08;01;14;0
41204;06;07;40;09;01;14;1719.4
55108;05;07;38;08;01;14;1212
47245;03;07;20;08;01;14;1230.47
56112;06;07;44;09;01;14;0
47814;03;07;23;08;01;14;1289.1
47890;06;07;40;08;01;14;1128.07
47113;03;07;23;09;01;14;1231.19
41204;05;07;35;09;01;14;2017.22
56112;04;07;29;08;01;14;1568.1
47521;03;07;20;08;01;14;1262.96
56112;05;07;31;09;01;14;0
47440;03;07;22;08;01;14;1819.49
41204;03;07;19;09;01;14;1387.45
41204;05;07;31;09;01;14;1427.99
41204;06;07;43;09;01;14;2693.06
55108;05;07;35;08;01;14;1212
41204;07;07;57;09;01;14;2028.07
61108;04;07;28;08;01;14;2316.79
47296;03;07;23;09;01;14;0
47814;06;07;43;09;01;14;0
47113;04;07;25;09;01;14;1354.31
41204;07;07;60;09;01;14;1316.31
41204;05;07;36;09;01;14;1264.55
41204;05;07;34;09;01;14;4093.97
47717;06;07;46;08;01;14;1479.58
41204;05;07;34;08;01;14;4428.32
47814;06;07;45;08;01;14;1277.71
01156;07;07;53;08;01;14;1204.18
56112;04;07;26;09;01;14;0
47512;06;07;44;08;01;14;1394.17
71201;03;07;23;09;01;14;1350
69206;08;07;66;09;01;14;0
41204;05;07;37;09;01;14;2120.32
38114;05;07;33;08;01;14;0
41204;07;07;53;08;01;14;3503.92
86402;05;07;38;09;01;14;839.46
71201;03;07;21;09;01;14;0
71201;06;07;40;09;01;14;1350
47512;04;07;28;09;01;14;1594.17
47521;05;07;32;08;01;14;1274.45
56112;04;07;29;09;01;14;1380.56
47717;05;07;32;08;01;14;0
47512;03;07;21;08;01;14;1844.17
47512;03;07;22;08;01;14;1290.31
45307;05;07;30;09;01;14;0
49299;07;07;60;08;01;14;1678.88
23427;06;07;44;08;01;14;1453.2
33147;03;07;21;02;01;14;1245.67
41204;06;07;49;04;01;14;1173.87
55108;04;07;29;09;01;14;1388.93
23427;05;07;32;09;01;14;1008.8
47512;05;07;31;09;01;14;1482.5
49299;07;07;54;09;01;14;1610.81
71201;05;07;32;09;01;14;1350
47326;07;07;52;08;01;14;2418.49
56112;04;07;26;09;01;14;1039.6
23427;04;07;25;08;01;14;1453.2
47512;06;07;41;08;01;14;1594.17
49299;07;07;58;09;01;14;1551.83
29301;05;07;36;08;01;14;0
33147;04;07;25;02;01;14;1245.67
47521;03;07;24;09;01;14;1275.65
38327;03;07;20;09;01;14;996.67
56112;03;07;21;08;01;14;1504.17
71201;03;07;21;09;01;14;1326
47440;06;07;49;08;01;14;1575.12
29301;05;07;38;09;01;14;1542.75
56112;04;07;26;09;01;14;1233.24
41204;07;07;56;08;01;14;1274.44
23427;04;07;28;09;01;14;1008.8
23427;06;07;44;08;01;14;1453.2
45307;03;07;20;09;01;14;1327.14
82997;03;07;23;09;01;14;1401.5
55108;03;07;23;09;01;14;1392.22
23427;05;07;34;08;01;14;995.34
71201;04;07;28;09;01;14;0
47512;04;07;28;08;01;14;1366.67
23427;03;07;22;08;01;14;720.6
85996;05;07;39;08;01;14;1465.99
56112;03;07;22;09;01;14;1276.73
49299;06;07;44;09;01;14;1678.88
70204;05;07;39;09;01;14;1605.6
47512;04;07;29;08;01;14;1469.17
47237;03;07;24;08;01;14;428.11
41204;03;07;24;08;01;14;1274.44
94308;07;07;57;02;01;14;1178.68
49299;05;07;37;08;01;14;1717
47512;06;07;44;08;01;14;1232
47539;03;07;22;09;01;14;1275.19
71201;03;07;22;09;01;14;1350
46923;06;07;47;09;01;14;16115.22
56112;05;07;32;09;01;14;1382.84
49299;06;07;44;08;01;14;1678.88
49299;05;07;37;08;01;14;1404.81
82997;06;07;44;08;01;14;1212
38327;05;07;35;09;01;14;1212
01113;06;07;49;08;01;14;2272.12
01512;08;07;74;08;01;14;0
38327;05;07;34;09;01;14;0
85996;07;07;55;09;01;14;0
71201;05;07;32;09;01;14;2160
47717;06;07;48;02;01;14;0
56112;03;07;18;09;01;14;1327.14
47741;03;07;20;08;01;14;1418.84
45111;05;07;35;02;01;14;7676.33
56112;06;07;41;09;01;14;0
45111;06;07;41;08;01;14;2241.14
25390;05;07;32;09;01;14;1300
56112;07;07;55;09;01;14;0
41204;06;07;48;08;01;14;2387.25
47717;05;07;34;09;01;14;1255.79
86101;05;07;33;08;01;14;0
47814;04;07;27;08;01;14;1245.67
45111;03;07;22;08;01;14;3484.33
86101;07;07;59;08;01;14;0
86101;07;07;61;02;01;14;0
86101;06;07;41;02;01;14;0
77331;06;07;42;08;01;14;1418.04
45111;03;07;24;08;01;14;1366.54
45111;05;07;32;08;01;14;3906.99
45111;04;07;28;08;01;14;2033.63
86101;05;07;38;08;01;14;0
45111;05;07;35;08;01;14;6209.53
56112;04;07;25;09;01;14;0
14223;05;07;38;09;01;14;1302.99
56112;04;07;25;09;01;14;0
45111;05;07;38;08;01;14;13568.21
86101;06;07;44;08;01;14;0
56112;04;07;27;09;01;14;1336.52
86101;06;07;46;08;01;14;0
45111;04;07;26;08;01;14;3020.42
86101;06;07;44;04;01;14;0
86101;05;07;38;02;01;14;0
86101;06;07;43;08;01;14;0
45111;04;07;27;08;01;14;1694.24
45111;05;07;38;08;01;14;3969.88
43991;03;07;22;09;01;14;1284.93
45412;03;07;23;08;01;14;4500
56112;04;07;26;09;01;14;0
86101;08;07;67;02;01;14;0
56112;03;07;23;09;01;14;0
86101;05;07;39;02;01;14;0
86101;07;07;53;02;01;14;0
86101;07;07;57;02;01;14;0
47717;05;07;36;09;01;14;1211.46
45111;03;07;20;08;01;14;1699.1
55108;03;07;21;08;01;14;1370.97
45111;04;07;25;08;01;14;2419.65
14223;04;07;25;09;01;14;1235.9
86101;05;07;31;08;01;14;0
56112;07;07;55;08;01;14;0
45111;05;07;37;08;01;14;2912.03
86101;06;07;40;08;01;14;0
86101;06;07;44;02;01;14;0
86101;06;07;46;02;01;14;0
55108;03;07;23;08;01;14;1633.8
45111;04;07;29;08;01;14;4094.16
45111;04;07;26;08;01;14;1990.07
74901;06;07;47;09;01;14;2169.52
56112;04;07;26;09;01;14;0
56112;04;07;25;09;01;14;0
45111;04;07;25;08;01;14;1535.79
45111;05;07;31;08;01;14;4141.73
86101;04;07;26;02;01;14;0
25390;05;07;39;09;01;14;2400
56112;04;07;27;09;01;14;0
56112;05;07;35;09;01;14;0
56112;04;07;25;09;01;14;0
45200;06;07;44;02;01;14;1212
45111;04;07;27;08;01;14;1484.2
86101;05;07;37;08;01;14;0
86101;05;07;34;02;01;14;0
86101;05;07;31;08;01;14;0
56201;05;07;39;08;01;14;0
86101;05;07;33;02;01;14;0
45111;05;07;32;08;01;14;3612.6
56112;05;07;30;09;01;14;0
86101;05;07;39;08;01;14;0
86101;04;07;26;02;01;14;0
45111;04;07;25;08;01;14;1483.19
45111;06;07;44;08;01;14;1301.94
86101;07;07;51;02;01;14;0
86101;05;07;34;08;01;14;0
56112;05;07;32;09;01;14;0
47814;03;07;24;09;01;14;1212
45111;03;07;24;08;01;14;2420.62
86101;06;07;46;08;01;14;0
56112;05;07;32;09;01;14;0
41204;05;07;33;08;01;14;2163.27
45111;05;07;32;08;01;14;3162.3
86101;05;07;34;02;01;14;0
47814;04;07;28;08;01;14;1131.2
86101;06;07;46;08;01;14;0
45111;04;07;25;08;01;14;2824.07
86101;05;07;31;08;01;14;0
45111;06;07;40;08;01;14;8605.56
86101;07;07;50;02;01;14;0
86101;06;07;42;08;01;14;0
45111;05;07;35;08;01;14;3605.85
56112;05;07;31;09;01;14;0
56112;04;07;25;09;01;14;0
56201;05;07;39;08;01;14;0
86101;04;07;27;02;01;14;0
56112;06;07;44;09;01;14;0
45111;05;07;39;04;01;14;2312.42
86101;04;07;29;08;01;14;0
86101;05;07;39;08;01;14;0
45111;05;07;34;08;01;14;1849.63
86101;05;07;34;02;01;14;0
47571;04;07;26;08;01;14;1371.23
45111;05;07;30;08;01;14;1569.54
45111;03;07;19;08;01;14;1229.48
47571;03;07;19;08;01;14;1456.25
45111;05;07;34;08;01;14;3838.56
47717;04;07;27;08;01;14;1240.79
86101;06;07;41;08;01;14;0
47717;05;07;34;09;01;14;1244.9
86101;05;07;34;08;01;14;0
47814;05;07;35;09;01;14;0
86101;06;07;42;02;01;14;0
77331;04;07;27;08;01;14;1575.6
56112;04;07;28;09;01;14;0
56112;05;07;38;08;01;14;0
86101;07;07;51;02;01;14;0
86101;07;07;56;02;01;14;0
45111;06;07;49;08;01;14;2981.25
86101;04;07;28;02;01;14;0
86101;05;07;35;02;01;14;0
56112;04;07;27;09;01;14;0
86101;05;07;31;02;01;14;0
86101;08;07;71;02;01;14;0
45111;05;07;32;08;01;14;2838.88
56112;05;07;32;09;01;14;0
86101;05;07;33;02;01;14;0
86101;05;07;38;08;01;14;0
56112;04;07;25;08;01;14;1151.66
56112;03;07;23;09;01;14;0
56112;05;07;30;09;01;14;0
45111;04;07;27;08;01;14;16849.76
86101;07;07;53;02;01;14;0
37011;07;07;54;08;01;14;1945.51
25390;03;07;19;09;01;14;1300
01334;06;07;41;08;01;14;1245.67
01334;03;07;19;08;01;14;1245.67
56201;07;07;51;08;01;14;0
86101;05;07;34;04;01;14;0
86101;05;07;32;04;01;14;0
45111;05;07;34;08;01;14;1327.92
01334;07;07;50;09;01;14;1245.67
86101;07;07;52;04;01;14;0
45111;04;07;27;08;01;14;3926.34
45111;05;07;33;08;01;14;1497.58
01334;04;07;29;08;01;14;1251.31
45111;05;07;33;08;01;14;14610.87
49302;05;07;33;09;01;14;1166.96
47431;05;07;36;08;01;14;2713.33
56201;04;07;28;08;01;14;1158.07
60217;04;07;27;08;01;14;1811.71
60217;05;07;37;08;01;14;1959.21
47121;03;07;19;08;01;14;1327.14
95126;04;07;25;08;01;14;0
81117;06;07;40;08;01;14;2000
23303;03;07;22;09;01;14;1273.98
47211;03;07;21;09;01;14;1061.31
47121;05;07;32;08;01;14;1744.42
45200;05;07;30;09;01;14;1240.79
77110;05;07;38;09;01;14;2142.53
60217;03;07;22;08;01;14;1917.27
56112;03;07;22;08;01;14;0
60217;05;07;30;08;01;14;1245.67
60217;04;07;25;02;01;14;1812.73
60217;04;07;26;08;01;14;1454.4
56201;05;07;33;08;01;14;1258.01
47555;06;07;42;08;01;14;1240.79
47521;04;07;28;04;01;14;1327.14
60217;05;07;31;08;01;14;1907.23
56112;03;07;20;08;01;14;0
60217;05;07;38;08;01;14;1887.56
60217;03;07;19;08;01;14;1700.87
78108;06;07;40;09;01;14;1916.36
60217;04;07;25;08;01;14;1234.44
95126;04;07;25;08;01;14;0
47814;04;07;28;08;01;14;1240.79
33139;05;07;35;09;01;14;1236.69
56112;06;07;43;08;01;14;1183.72
60217;03;07;21;08;01;14;1970.5
45307;07;07;56;09;01;14;2504.8
41204;07;07;62;08;01;14;0
47121;05;07;37;08;01;14;1328
45307;07;07;58;08;01;14;1209.4
60217;06;07;46;02;01;14;2072.48
60217;03;07;21;08;01;14;1318.3
47211;04;07;25;09;01;14;1400.26
45200;06;07;42;06;01;14;1240.79
47547;06;07;47;08;01;14;1500
56112;04;07;28;09;01;14;1292.8
43223;06;07;40;09;01;14;1284
49302;07;07;58;09;01;14;1323.48
43223;05;07;34;09;01;14;1284
49302;08;07;69;09;01;14;1323.48
60217;04;07;26;02;01;14;1959.06
45307;05;07;32;09;01;14;3949.4
81117;05;07;33;08;01;14;2061.11
49302;03;07;20;09;01;14;1166.96
47717;04;07;28;09;01;14;649.18
60217;05;07;30;08;01;14;1836.97
47121;03;07;21;08;01;14;1327.14
49302;05;07;38;02;01;14;3882.86
60217;05;07;35;08;01;14;2131.11
47814;03;07;20;08;01;14;1215.77
60217;05;07;39;08;01;14;2692.62
60217;06;07;45;08;01;14;1245.67
95126;03;07;23;02;01;14;0
60217;06;07;49;02;01;14;0
69206;03;07;23;09;01;14;1293.33
45307;07;07;57;09;01;14;4540.05
56201;07;07;58;08;01;14;0
47121;03;07;19;09;01;14;1061.71
32990;05;07;36;08;01;14;1257.31
78108;05;07;34;08;01;14;1834.71
01512;05;07;32;08;01;14;1276.14
01512;05;07;32;09;01;14;1241
43215;03;07;22;08;01;14;0
81117;06;07;43;08;01;14;1212
60217;03;07;22;08;01;14;1776.75
47121;05;07;37;08;01;14;1327.14
47717;05;07;36;08;01;14;2341.36
56201;06;07;44;08;01;14;1223.51
47121;05;07;37;09;01;14;1240.79
01512;06;07;42;08;01;14;0
60217;05;07;33;08;01;14;2331.6
01512;05;07;36;02;01;14;3531.67
56201;04;07;25;08;01;14;1194.18
43215;04;07;27;08;01;14;0
01512;05;07;30;08;01;14;1277.17
01512;06;07;49;09;01;14;1315.27
47431;06;07;40;08;01;14;1630.47
60217;04;07;28;08;01;14;1404.43
60217;04;07;27;08;01;14;1516.32
49302;03;07;24;09;01;14;1166.96
16102;06;07;46;08;01;14;2000
43215;04;07;28;08;01;14;1568
38394;06;07;41;08;01;14;1245.67
01512;04;07;27;02;01;14;1276.74
47610;05;07;31;08;01;14;1404.28
60217;05;07;34;08;01;14;1899.55
01512;07;07;63;08;01;14;1277.89
85317;05;07;35;99;01;14;2672.08
85317;05;07;35;99;01;14;5304.78
85317;05;07;37;99;01;14;3172.07
85317;06;07;43;99;01;14;3782.97
85317;05;07;34;99;01;14;4894.55
85317;05;07;31;99;01;14;3122.68
85317;07;07;50;99;01;14;1402.1
85317;05;07;32;99;01;14;4307.18
85317;04;07;29;99;01;14;1368.24
41204;06;07;45;09;01;14;2217.16
42219;07;07;52;08;01;14;3229.98
41204;03;07;21;09;01;14;1326.15
41204;06;07;41;09;01;14;2149.92
41204;03;07;22;09;01;14;0
42219;06;07;48;09;01;14;1805.04
42219;07;07;52;08;01;14;3122.43
42928;06;07;43;08;01;14;2000
42219;03;07;24;08;01;14;1805.04
41204;06;07;43;09;01;14;2217.16
41204;06;07;41;09;01;14;2127.51
42219;04;07;25;08;01;14;1805.04
42219;06;07;43;09;01;14;3229.98
41204;05;07;30;09;01;14;2441.62
47296;03;07;20;08;01;14;0
41204;06;07;41;09;01;14;2268.4
42219;06;07;43;08;01;14;3122.43
41204;06;07;44;09;01;14;2222.76
53105;07;07;53;02;01;14;5968.69
47849;03;07;22;09;01;14;0
47121;03;07;20;08;01;14;1363.7
47121;04;07;27;08;01;14;1277.17
10996;05;07;35;08;01;14;1212
45307;04;07;29;09;01;14;2047.5
46796;06;07;45;09;01;14;0
47326;06;07;44;08;01;14;1430
45307;05;07;31;08;01;14;2109.12
18130;04;07;27;08;01;14;1212
43215;06;07;40;08;01;14;2183.86
45200;04;07;28;08;01;14;0
45200;06;07;46;02;01;14;1355.62
43215;04;07;29;08;01;14;936.38
49248;03;07;24;09;01;14;0
47113;03;07;24;09;01;14;1096.77
43215;03;07;22;08;01;14;1086.67
43223;05;07;34;02;01;14;1274.45
71197;06;07;47;08;01;14;2766.67
25128;05;07;32;08;01;14;1320
47636;03;07;22;09;01;14;1151.4
56112;03;07;23;09;01;14;0
47440;04;07;25;09;01;14;1277.82
69206;05;07;33;08;01;14;1274.45
45307;03;07;23;09;01;14;1136.86
10996;06;07;48;08;01;14;1212
69206;07;07;55;08;01;14;1277.65
56112;04;07;27;09;01;14;0
69206;06;07;41;08;01;14;1162.32
45200;03;07;19;09;01;14;1365
47121;04;07;27;08;01;14;0
56112;04;07;27;08;01;14;1475.51
56112;04;07;25;09;01;14;1300.17
25128;03;07;24;08;01;14;1212
85937;07;07;55;08;01;14;0
45200;05;07;33;09;01;14;1234.69
45307;05;07;33;08;01;14;1218.53
45307;05;07;33;04;01;14;1353.91
25128;06;07;42;04;01;14;1320
10996;06;07;42;08;01;14;1745.67
47610;05;07;35;09;01;14;1259.46
43215;06;07;47;08;01;14;936.38
47440;04;07;26;09;01;14;1328
43215;07;07;59;08;01;14;2250.45
25128;04;07;29;08;01;14;1320
56112;03;07;23;09;01;14;3914.22
46371;03;07;22;09;01;14;1327.14
25128;05;07;37;08;01;14;1325.36
46796;06;07;45;09;01;14;0
56112;03;07;21;09;01;14;0
45307;04;07;29;09;01;14;2513.47
47610;06;07;44;09;01;14;1288.46
45307;03;07;23;09;01;14;1346.39
10996;06;07;44;08;01;14;1212
01555;06;07;41;08;01;14;2147.31
77217;02;07;17;08;01;14;1120.78
77217;02;07;17;08;01;14;1120.78
93131;03;07;24;08;01;14;1299
47440;06;07;43;09;01;14;2184
25128;04;07;26;08;01;14;1320
45200;05;07;33;02;01;14;1308.96
47113;05;07;30;08;01;14;3500
47440;04;07;25;09;01;14;1328
01555;06;07;44;09;01;14;1248.93
47121;03;07;19;08;01;14;1194.43
45200;04;07;28;09;01;14;1212
25128;07;07;50;08;01;14;1352.99
01555;03;07;24;09;01;14;1275
47725;04;07;28;09;01;14;951.12
81214;03;07;18;09;01;14;1240
47113;03;07;22;08;01;14;1357.51
81214;07;07;51;09;01;14;1233.11
81214;03;07;22;08;01;14;1274.44
81214;04;07;25;09;01;14;1274.44
81214;04;07;26;09;01;14;1233.11
81214;03;07;20;08;01;14;1274.44
81214;03;07;20;08;01;14;1274.44
81214;05;07;31;08;01;14;1274.44
81214;04;07;29;08;01;14;1274.44
81214;04;07;27;08;01;14;0
81214;03;07;20;09;01;14;1460.45
56112;05;07;36;09;01;14;0
01610;03;07;24;09;01;14;1065.9
81214;06;07;40;08;01;14;1212.44
81214;06;07;45;08;01;14;1274.44
81214;03;07;23;09;01;14;1240
81214;05;07;36;09;01;14;1157.33
81214;04;07;28;08;01;14;1274.44
47636;03;07;20;09;01;14;1175.64
56201;03;07;22;08;01;14;1353.68
47318;05;07;32;09;01;14;0
81214;05;07;32;09;01;14;1233.11
81214;03;07;20;09;01;14;1274.44
47211;03;07;19;08;01;14;973.24
47113;07;07;57;08;01;14;2738.75
81214;05;07;32;08;01;14;1274.44
81214;05;07;35;09;01;14;1240
81214;03;07;21;08;01;14;1274.44
81214;05;07;30;09;01;14;1240
56201;08;07;65;09;01;14;1685.9
81214;05;07;35;09;01;14;1198.67
56201;06;07;41;09;01;14;0
81214;03;07;22;09;01;14;1184.89
81214;07;07;57;09;01;14;1058.13
56201;07;07;50;09;01;14;1452.05
81214;05;07;33;09;01;14;1054
47717;08;07;67;09;01;14;1281.29
81214;05;07;35;09;01;14;1240
81214;07;07;61;08;01;14;1274.44
81214;06;07;42;08;01;14;1274.44
81214;03;07;23;09;01;14;1274.44
81214;04;07;26;09;01;14;1240
81214;03;07;19;09;01;14;1198.67
81214;04;07;25;08;01;14;1274.44
81214;05;07;39;09;01;14;1054
81214;03;07;24;09;01;14;1274.44
81214;05;07;30;08;01;14;1274.44
81214;04;07;26;09;01;14;1257.4
47636;03;07;23;09;01;14;1212
81214;05;07;31;08;01;14;1274.44
81214;04;07;29;08;01;14;1529.33
56201;05;07;33;09;01;14;1266.54
81214;06;07;41;09;01;14;1240
96092;03;07;19;09;01;14;1212
81214;07;07;54;08;01;14;1274.44
46729;03;07;21;09;01;14;1289.2
81214;05;07;30;08;01;14;1274.44
81214;03;07;22;09;01;14;1240
81214;03;07;21;08;01;14;1274.44
81214;04;07;25;09;01;14;1229.67
81214;05;07;30;09;01;14;1233.11
81214;03;07;22;08;01;14;1274.44
81214;06;07;42;09;01;14;1054
81214;05;07;30;09;01;14;1430.32
47717;05;07;34;08;01;14;1553.71
56201;06;07;46;09;01;14;0
81214;04;07;25;08;01;14;1274.44
81214;04;07;27;08;01;14;1267.56
81214;05;07;34;08;01;14;1271
47814;06;07;46;02;01;14;2583.57
81214;04;07;25;09;01;14;1240
81214;04;07;25;09;01;14;1274.44
14126;06;07;42;08;01;14;1646.32
81214;05;07;39;09;01;14;1233.11
81214;04;07;27;08;01;14;1274.44
81214;04;07;26;09;01;14;1240
81214;03;07;22;08;01;14;1274.44
56201;07;07;62;09;01;14;2047.81
81214;03;07;24;09;01;14;1054
81214;04;07;27;09;01;14;1240
81214;05;07;34;09;01;14;1054
01610;05;07;33;09;01;14;3588.01
81214;05;07;33;08;01;14;1274.44
81214;04;07;26;09;01;14;1274.44
81214;04;07;27;08;01;14;1274.44
81214;03;07;21;09;01;14;1162.5
81214;05;07;30;09;01;14;1240
81214;06;07;40;09;01;14;1105.67
47849;05;07;34;09;01;14;1575.6
81214;06;07;43;09;01;14;1274.44
56201;07;07;55;09;01;14;1566.53
45307;05;07;32;09;01;14;1643.6
81214;07;07;52;08;01;14;1274.41
81214;03;07;20;09;01;14;1274.44
81214;03;07;24;08;01;14;1260.67
81214;05;07;32;08;01;14;1250.33
81214;05;07;31;08;01;14;1184.89
